model_type,wd,jsd,corr_diff,acc,auc,f1
ae,0.06513599908395017,,6.617015991104599,37.504999999999995,0.4070358449194068,0.4139459216296743
dae,0.14617284128539249,,7.736512792386821,76.82666666666667,0.4065440211846204,0.7952890298374274
ee,0.10901108878981619,,7.383409215664199,36.42166666666667,0.3702901837228328,0.42668105472307355
vae,0.10896574353070505,,7.407356053098002,37.21000000000001,0.38759151825400995,0.4316827033153334
